,Ypred,Series_id,LAT,LON,MonthsToReturn,Resid
0,1.0,LAUCN380750000000003,48.712781,-101.658152,1.0,0.0
1,7.916666666666667,LAUCN380570000000003,47.307147,-101.83332800000001,5.0,2.916666666666667
2,10.925,LAUCN300830000000003,47.785513,-104.563387,7.0,3.9250000000000007
3,1.0,LAUCN380250000000003,47.354548,-102.61236600000001,1.0,0.0
4,1.8416666666666666,LAUCN300550000000003,47.629628000000004,-105.757222,1.0,0.8416666666666666
5,7.791666666666667,LAUCN300210000000003,47.272425,-104.901027,5.0,2.791666666666667
6,1.0,LAUCN380330000000003,46.938924,-103.844612,1.0,0.0
7,1.5583333333333333,LAUCN380490000000003,48.233841999999996,-100.633267,1.0,0.5583333333333333
8,5.1,LAUCN300910000000003,48.705523,-104.533913,5.0,0.09999999999999964
9,5.25,LAUCN381010000000003,48.216685999999996,-101.540537,1.0,4.25
10,3.4583333333333335,LAUCN381050000000003,48.355765000000005,-103.501333,1.0,2.4583333333333335
11,5.375,LAUCN380130000000003,48.786453,-102.520087,5.0,0.375
12,1.0,LAUCN380070000000003,47.007044,-103.364016,1.0,0.0
13,2.091666666666667,LAUCN380890000000003,46.817031,-102.662026,1.0,1.0916666666666668
14,1.7916666666666667,LAUCN380090000000003,48.794412,-100.831257,1.0,0.7916666666666667
15,1.0,LAUCN380530000000003,47.742475,-103.403215,1.0,0.0
16,6.583333333333333,LAUCN380550000000003,47.653055,-101.42179399999999,5.0,1.583333333333333
17,1.0,LAUCN380610000000003,48.210291,-102.364756,1.0,0.0
18,7.075,LAUCN300850000000003,48.282747,-104.99517,1.0,6.075
19,1.0083333333333333,LAUCN380230000000003,48.814754,-103.509326,1.0,0.008333333333333304
20,36.666666666666664,LAUCN481230000000003,29.082346,-97.361654,28.0,8.666666666666664
21,45.74166666666667,LAUCN482850000000003,29.382578000000002,-96.923633,48.0,-2.258333333333333
22,30.441666666666666,LAUCN482550000000003,28.908996000000002,-97.852205,27.0,3.4416666666666664
23,48.31666666666667,LAUCN483130000000003,30.966878,-95.93037199999999,48.0,0.31666666666667
24,54.541666666666664,LAUCN483310000000003,30.791241999999997,-96.98439499999999,60.0,-5.458333333333336
25,38.80833333333333,LAUCN481770000000003,29.461917,-97.491861,35.0,3.80833333333333
26,9.875,LAUCN483110000000003,28.384921999999996,-98.57885300000001,1.0,8.875
27,38.925,LAUCN484930000000003,29.173883,-98.08673399999999,35.0,3.924999999999997
28,47.8,LAUCN481490000000003,29.877886,-96.921231,47.0,0.7999999999999972
29,48.666666666666664,LAUCN480130000000003,28.891396999999998,-98.535381,52.0,-3.3333333333333357
30,47.525,LAUCN480210000000003,30.100771,-97.310643,48.0,-0.4750000000000014
31,29.05,LAUCN481630000000003,28.869334000000002,-99.108788,23.0,6.050000000000001
32,52.925,LAUCN485070000000003,28.864652000000003,-99.75983000000001,59.0,-6.075000000000003
33,28.683333333333334,LAUCN482830000000003,28.351097999999997,-99.096774,23.0,5.683333333333334
34,33.891666666666666,LAUCN480250000000003,28.416077,-97.742586,28.0,5.891666666666666
35,50.35,LAUCN482870000000003,30.321105,-96.976365,52.0,-1.6499999999999986
36,40.45,LAUCN483230000000003,28.729786999999998,-100.316678,33.0,7.450000000000003
37,40.78333333333333,LAUCN484790000000003,27.760799,-99.340752,35.0,5.783333333333331
38,55.74166666666667,LAUCN482890000000003,31.300493,-95.995622,59.0,-3.258333333333333
39,41.975,LAUCN480410000000003,30.656716999999997,-96.302392,40.0,1.9750000000000014
40,27.983333333333334,LAUCN481270000000003,28.423587,-99.76587099999999,22.0,5.983333333333334
41,49.425,LAUCN480510000000003,30.493487,-96.622091,52.0,-2.575000000000003
42,31.666666666666668,LAUCN482970000000003,28.351535,-98.126961,27.0,4.666666666666668
43,52.63333333333333,LAUCN484010000000003,32.109423,-94.75638199999999,53.0,-0.36666666666666714
44,52.333333333333336,LAUCN171110000000003,42.324298,-88.45224499999999,57.0,-4.666666666666664
45,56.175,LAUCN484590000000003,32.735349,-94.94118399999999,58.0,-1.8250000000000028
46,51.391666666666666,LAUCN480730000000003,31.843871999999998,-95.156345,52.0,-0.6083333333333343
47,57.391666666666666,LAUCN484030000000003,31.3433,-93.851913,63.0,-5.608333333333334
48,56.575,LAUCN482030000000003,32.547990999999996,-94.374434,58.0,-1.4249999999999972
49,50.775,LAUCN170850000000003,42.362390999999995,-90.21146999999999,54.0,-3.2250000000000014
50,52.65,LAUCN480050000000003,31.251951000000002,-94.611056,52.0,0.6499999999999986
51,56.81666666666667,LAUCN483650000000003,32.163978,-94.30515600000001,58.0,-1.18333333333333
52,51.78333333333333,LAUCN170150000000003,42.0709,-89.924189,54.0,-2.2166666666666686
53,52.825,LAUCN050270000000003,33.223038,-93.232843,52.0,0.8250000000000028
54,32.05,LAUCN170690000000003,37.517852000000005,-88.266148,28.0,4.049999999999997
55,52.40833333333333,LAUCN484230000000003,32.375106,-95.268743,53.0,-0.5916666666666686
56,59.05833333333333,LAUCN170810000000003,38.300779999999996,-88.92421,64.0,-4.94166666666667
57,47.78333333333333,LAUCN050730000000003,33.24066,-93.611643,53.0,-5.216666666666669
58,56.25,LAUCN481830000000003,32.486397,-94.816276,58.0,-1.75
59,57.50833333333333,LAUCN483470000000003,31.620559999999998,-94.62025,59.0,-1.4916666666666671
60,53.61666666666667,LAUCN171190000000003,38.827082,-89.900195,54.0,-0.38333333333333286
61,29.491666666666667,LAUCN170270000000003,38.606295,-89.42622800000001,17.0,12.491666666666667
62,56.9,LAUCN484190000000003,31.790136999999998,-94.142565,59.0,-2.1000000000000014
63,53.78333333333333,LAUCN170310000000003,41.894294,-87.645455,58.0,-4.216666666666669
64,54.68333333333333,LAUCN483150000000003,32.798182000000004,-94.356853,59.0,-4.31666666666667
65,58.06666666666667,LAUCN170170000000003,39.969202,-90.245704,64.0,-5.93333333333333
66,49.608333333333334,LAUCN170130000000003,39.164262,-90.66629499999999,56.0,-6.391666666666666
67,53.483333333333334,LAUCN421270000000003,41.647007,-75.293193,57.0,-3.5166666666666657
68,54.34166666666667,LAUCN540770000000003,39.46903,-79.668865,58.0,-3.6583333333333314
69,54.56666666666667,LAUCN540350000000003,38.834234,-81.677717,59.0,-4.43333333333333
70,44.041666666666664,LAUCN540650000000003,39.555002,-78.257345,42.0,2.0416666666666643
71,51.56666666666667,LAUCN540090000000003,40.272645000000004,-80.578691,58.0,-6.43333333333333
72,55.625,LAUCN540530000000003,38.759288,-82.024171,59.0,-3.375
73,51.8,LAUCN421310000000003,41.525172999999995,-76.00873100000001,54.0,-2.200000000000003
74,37.28333333333333,LAUCN540170000000003,39.26348,-80.70123199999999,35.0,2.2833333333333314
75,55.85,LAUCN421110000000003,39.981297,-79.028486,57.0,-1.1499999999999986
76,50.05833333333333,LAUCN420530000000003,41.513304,-79.249705,53.0,-2.94166666666667
77,51.56666666666667,LAUCN420370000000003,41.045517,-76.40426,53.0,-1.43333333333333
78,44.391666666666666,LAUCN540910000000003,39.332478,-80.046554,41.0,3.3916666666666657
79,57.28333333333333,LAUCN420550000000003,39.926685,-77.724497,59.0,-1.7166666666666686
80,52.7,LAUCN360970000000003,42.419776,-76.938603,55.0,-2.299999999999997
81,45.958333333333336,LAUCN421230000000003,41.843669,-79.31317299999999,47.0,-1.0416666666666643
82,51.608333333333334,LAUCN421210000000003,41.40198,-79.754418,53.0,-1.3916666666666657
83,51.733333333333334,LAUCN420650000000003,41.138028000000006,-79.012419,57.0,-5.266666666666666
84,52.766666666666666,LAUCN420830000000003,41.81459,-78.572463,54.0,-1.2333333333333343
85,54.733333333333334,LAUCN420070000000003,40.68414,-80.350721,58.0,-3.2666666666666657
86,54.81666666666667,LAUCN360150000000003,42.15528,-76.747179,57.0,-2.18333333333333
87,51.78333333333333,LAUCN420810000000003,41.34362,-77.055225,53.0,-1.2166666666666686
88,50.05833333333333,LAUCN420190000000003,40.913847,-79.91897800000001,53.0,-2.94166666666667
89,45.38333333333333,LAUCN361210000000003,42.701363,-78.228567,45.0,0.38333333333333286
90,52.65833333333333,LAUCN540330000000003,39.279182,-80.386498,55.0,-2.3416666666666686
91,51.016666666666666,LAUCN421250000000003,40.200005,-80.25213199999999,53.0,-1.9833333333333343
92,46.31666666666667,LAUCN360510000000003,42.727484999999994,-77.769779,46.0,0.31666666666667
93,45.275,LAUCN540630000000003,37.550340000000006,-80.54789,45.0,0.2749999999999986
94,55.375,LAUCN540270000000003,39.312139,-78.61198900000001,59.0,-3.625
95,53.166666666666664,LAUCN420330000000003,41.000249,-78.473749,54.0,-0.8333333333333357
96,51.38333333333333,LAUCN420150000000003,41.791495,-76.502124,53.0,-1.6166666666666671
97,54.675,LAUCN420130000000003,40.497921999999996,-78.310636,54.0,0.6749999999999972
98,47.625,LAUCN420850000000003,41.300014000000004,-80.252786,46.0,1.625
99,50.925,LAUCN421290000000003,40.311068,-79.466688,53.0,-2.075000000000003
100,57.24166666666667,LAUCN420790000000003,41.172787,-75.976035,58.0,-0.7583333333333329
101,51.65,LAUCN421130000000003,41.439285,-76.511717,54.0,-2.3500000000000014
102,54.875,LAUCN540230000000003,39.105988,-79.195064,59.0,-4.125
103,54.833333333333336,LAUCN421030000000003,41.325949,-75.031514,58.0,-3.1666666666666643
104,31.916666666666668,LAUCN421170000000003,41.766859000000004,-77.257288,22.0,9.916666666666668
105,55.775,LAUCN420610000000003,40.422311,-77.968595,58.0,-2.2250000000000014
106,46.53333333333333,LAUCN541070000000003,39.211575,-81.516253,46.0,0.5333333333333314
107,57.13333333333333,LAUCN420210000000003,40.510312,-78.710463,58.0,-0.8666666666666671
108,45.75,LAUCN540410000000003,38.988877,-80.49547700000001,45.0,0.75
109,47.233333333333334,LAUCN360030000000003,42.247853000000006,-78.02615300000001,46.0,1.2333333333333343
110,52.38333333333333,LAUCN360290000000003,42.752759000000005,-78.778192,53.0,-0.6166666666666671
111,56.44166666666667,LAUCN420690000000003,41.440284000000005,-75.609666,58.0,-1.55833333333333
112,56.75833333333333,LAUCN360070000000003,42.161977,-75.830283,59.0,-2.241666666666667
113,52.71666666666667,LAUCN420730000000003,40.992734999999996,-80.334446,53.0,-0.28333333333333144
114,45.34166666666667,LAUCN420470000000003,41.427334,-78.653938,47.0,-1.6583333333333314
115,54.9,LAUCN540290000000003,40.516958,-80.570164,59.0,-4.100000000000001
116,53.46666666666667,LAUCN421150000000003,41.819665,-75.800969,54.0,-0.5333333333333314
117,44.88333333333333,LAUCN540250000000003,37.924418,-80.45059,42.0,2.883333333333333
118,53.666666666666664,LAUCN361010000000003,42.266725,-77.385525,56.0,-2.3333333333333357
119,44.30833333333333,LAUCN540730000000003,39.368133,-81.161172,45.0,-0.69166666666667
120,50.13333333333333,LAUCN420030000000003,40.469757,-79.980451,53.0,-2.866666666666667
121,52.916666666666664,LAUCN420050000000003,40.81238,-79.464129,54.0,-1.0833333333333357
122,44.3,LAUCN540850000000003,39.177112,-81.066317,41.0,3.299999999999997
123,47.5,LAUCN420590000000003,39.847707,-80.225655,47.0,0.5
124,50.391666666666666,LAUCN421050000000003,41.748587,-77.894436,53.0,-2.6083333333333343
125,45.25833333333333,LAUCN540750000000003,38.332606,-80.010121,44.0,1.2583333333333329
126,56.3,LAUCN420510000000003,39.918907,-79.640119,58.0,-1.7000000000000028
127,46.2,LAUCN420090000000003,39.99862,-78.49475100000001,47.0,-0.7999999999999972
128,55.61666666666667,LAUCN540110000000003,38.419578,-82.243397,59.0,-3.383333333333333
129,46.21666666666667,LAUCN540010000000003,39.139725,-79.99694699999999,46.0,0.21666666666666856
130,52.916666666666664,LAUCN420310000000003,41.198159000000004,-79.420369,54.0,-1.0833333333333357
131,46.36666666666667,LAUCN540830000000003,38.781095,-79.867788,45.0,1.3666666666666671
132,52.575,LAUCN420350000000003,41.245301,-77.649141,58.0,-5.424999999999997
133,48.74166666666667,LAUCN540690000000003,40.098932,-80.620728,47.0,1.7416666666666671
134,54.24166666666667,LAUCN360090000000003,42.239095,-78.662335,56.0,-1.7583333333333329
135,44.05,LAUCN540130000000003,38.844159000000005,-81.115478,45.0,-0.9500000000000028
136,52.40833333333333,LAUCN420630000000003,40.651432,-79.08754499999999,53.0,-0.5916666666666686
137,48.766666666666666,LAUCN420230000000003,41.438288,-78.198314,51.0,-2.2333333333333343
138,31.108333333333334,LAUCN420270000000003,40.90916,-77.84783,23.0,8.108333333333334
139,44.11666666666667,LAUCN540930000000003,39.111175,-79.55996800000001,42.0,2.116666666666667
140,51.675,LAUCN420410000000003,40.164805,-77.263442,52.0,-0.32500000000000284
141,47.108333333333334,LAUCN540610000000003,39.633645,-80.059074,48.0,-0.8916666666666657
142,44.608333333333334,LAUCN540710000000003,38.67445,-79.340618,42.0,2.6083333333333343
143,52.3,LAUCN540890000000003,37.656003000000005,-80.85631500000001,55.0,-2.700000000000003
144,50.575,LAUCN080140000000003,39.953302,-105.05203799999998,53.0,-2.424999999999997
145,13.75,LAUCN310690000000003,41.633364,-102.30298499999999,17.0,-3.25
146,45.69166666666667,LAUCN080750000000003,40.728091,-103.090464,53.0,-7.30833333333333
147,52.75,LAUCN080810000000003,40.616358,-108.211099,59.0,-6.25
148,23.358333333333334,LAUCN560310000000003,42.131593,-104.95396299999999,17.0,6.358333333333334
149,53.358333333333334,LAUCN080010000000003,39.874325,-104.331872,55.0,-1.6416666666666657
150,47.641666666666666,LAUCN081230000000003,40.553696,-104.394221,48.0,-0.3583333333333343
151,49.925,LAUCN080050000000003,39.644632,-104.331733,53.0,-3.075000000000003
152,45.916666666666664,LAUCN081210000000003,39.965790000000005,-103.209744,52.0,-6.083333333333336
153,1.05,LAUCN200230000000003,39.789918,-101.727326,1.0,0.050000000000000044
154,43.175,LAUCN080630000000003,39.30534,-102.603023,41.0,2.174999999999997
155,54.05833333333333,LAUCN081070000000003,40.483664000000005,-106.987702,56.0,-1.94166666666667
156,20.458333333333332,LAUCN560150000000003,42.08958,-104.353482,12.0,8.458333333333332
157,15.175,LAUCN310330000000003,41.214236,-103.01192900000001,8.0,7.175000000000001
158,40.11666666666667,LAUCN560090000000003,42.974897999999996,-105.505917,41.0,-0.8833333333333329
159,52.3,LAUCN080870000000003,40.263166999999996,-103.812285,55.0,-2.700000000000003
160,43.75,LAUCN080950000000003,40.594712,-102.345105,53.0,-9.25
161,48.825,LAUCN081250000000003,40.000631,-102.42264899999999,56.0,-7.174999999999997
162,15.6,LAUCN560450000000003,43.846213,-104.57002,9.0,6.6
163,21.691666666666666,LAUCN201810000000003,39.351352,-101.719859,18.0,3.6916666666666664
164,41.575,LAUCN560070000000003,41.703590000000005,-106.933153,43.0,-1.4249999999999972
165,52.45,LAUCN080590000000003,39.579511,-105.24546200000002,53.0,-0.5499999999999972
166,45.766666666666666,LAUCN560010000000003,41.665514,-105.721883,46.0,-0.23333333333333428
167,43.041666666666664,LAUCN560190000000003,44.044048,-106.58854099999999,44.0,-0.9583333333333357
168,2.533333333333333,LAUCN080170000000003,38.835386,-102.604585,1.0,1.5333333333333332
169,51.25833333333333,LAUCN080690000000003,40.658093,-105.486764,53.0,-1.7416666666666671
170,51.65833333333333,LAUCN080130000000003,40.09497,-105.397691,53.0,-1.3416666666666686
171,42.291666666666664,LAUCN560210000000003,41.29283,-104.660395,42.0,0.2916666666666643
172,40.15,LAUCN080570000000003,40.663432,-106.32924799999999,55.0,-14.850000000000001
173,1.0,LAUCN310490000000003,41.111903000000005,-102.33260899999999,1.0,0.0
174,11.216666666666667,LAUCN560270000000003,43.062159,-104.468373,9.0,2.216666666666667
175,46.166666666666664,LAUCN481050000000003,30.717532000000002,-101.404211,54.0,-7.833333333333336
176,32.541666666666664,LAUCN484610000000003,31.353816,-102.041546,29.0,3.5416666666666643
177,26.366666666666667,LAUCN484310000000003,31.835774,-101.054911,28.0,-1.6333333333333329
178,46.3,LAUCN483270000000003,30.884365000000003,-99.85399,52.0,-5.700000000000003
179,29.691666666666666,LAUCN484130000000003,30.896233000000002,-100.52721600000001,24.0,5.691666666666666
180,16.566666666666666,LAUCN480810000000003,31.877105,-100.63523599999999,2.0,14.566666666666666
181,48.69166666666667,LAUCN483830000000003,31.375190999999997,-101.514395,58.0,-9.30833333333333
182,27.1,LAUCN481650000000003,32.743942,-102.631561,24.0,3.1000000000000014
183,32.90833333333333,LAUCN484750000000003,31.513069,-103.105113,29.0,3.9083333333333314
184,37.68333333333333,LAUCN481690000000003,33.183792,-101.30113399999999,35.0,2.68333333333333
185,37.975,LAUCN483890000000003,31.308365999999996,-103.71270600000001,35.0,2.9750000000000014
186,45.416666666666664,LAUCN484450000000003,33.171229,-102.33928399999999,47.0,-1.5833333333333357
187,30.508333333333333,LAUCN484150000000003,32.744462,-100.913399,24.0,6.508333333333333
188,35.516666666666666,LAUCN481030000000003,31.422796,-102.487774,33.0,2.5166666666666657
189,44.3,LAUCN484950000000003,31.831415000000003,-103.055986,53.0,-8.700000000000003
190,34.49166666666667,LAUCN483450000000003,34.057899,-100.793152,35.0,-0.5083333333333329
191,30.291666666666668,LAUCN480330000000003,32.73859,-101.439199,27.0,3.291666666666668
192,29.916666666666668,LAUCN483710000000003,30.770894000000002,-102.71986,24.0,5.916666666666668
193,34.84166666666667,LAUCN483290000000003,31.870896000000002,-102.024326,29.0,5.841666666666669
194,39.85,LAUCN484510000000003,31.398843,-100.463821,36.0,3.8500000000000014
195,53.09166666666667,LAUCN481250000000003,33.615363,-100.787617,60.0,-6.908333333333331
196,15.241666666666667,LAUCN484430000000003,30.232343,-102.072513,4.0,11.241666666666667
197,33.53333333333333,LAUCN485010000000003,33.162397999999996,-102.83224200000001,28.0,5.533333333333331
198,45.983333333333334,LAUCN484650000000003,29.875284999999998,-101.14332399999999,48.0,-2.0166666666666657
199,51.90833333333333,LAUCN482790000000003,34.068861,-102.34801800000001,58.0,-6.091666666666669
200,37.81666666666667,LAUCN481530000000003,34.07373,-101.303274,34.0,3.81666666666667
201,43.708333333333336,LAUCN483530000000003,32.312338000000004,-100.41810799999999,49.0,-5.291666666666664
202,28.966666666666665,LAUCN480030000000003,32.312258,-102.640206,24.0,4.966666666666665
203,37.391666666666666,LAUCN482270000000003,32.303471,-101.438772,35.0,2.3916666666666657
204,12.441666666666666,LAUCN482630000000003,33.184779999999996,-100.76971999999999,3.0,9.441666666666666
205,48.36666666666667,LAUCN480170000000003,34.067521,-102.830345,54.0,-5.633333333333333
206,39.30833333333333,LAUCN482670000000003,30.479471999999998,-99.74639599999999,36.0,3.30833333333333
207,43.875,LAUCN481070000000003,33.609144,-101.29871,45.0,-1.125
208,46.63333333333333,LAUCN483030000000003,33.611469,-101.81994399999999,47.0,-0.36666666666666714
209,37.358333333333334,LAUCN481510000000003,32.740473,-100.40312,36.0,1.3583333333333343
210,31.475,LAUCN483350000000003,32.304117,-100.924392,28.0,3.4750000000000014
211,45.15833333333333,LAUCN482190000000003,33.605932,-102.343398,48.0,-2.8416666666666686
212,45.69166666666667,LAUCN480790000000003,33.60844,-102.830449,48.0,-2.30833333333333
213,50.55833333333333,LAUCN481090000000003,31.445908000000003,-104.526945,60.0,-9.44166666666667
214,35.99166666666667,LAUCN481150000000003,32.741934,-101.947322,34.0,1.9916666666666671
215,23.8,LAUCN483050000000003,33.178412,-101.818493,12.0,11.8
216,12.508333333333333,LAUCN481730000000003,31.868006,-101.52149399999999,5.0,7.508333333333333
217,35.175,LAUCN482350000000003,31.303424,-100.98130400000001,34.0,1.1749999999999972
218,48.725,LAUCN481370000000003,29.985877000000002,-100.307373,52.0,-3.2749999999999986
219,37.083333333333336,LAUCN481350000000003,31.865301000000002,-102.542507,34.0,3.0833333333333357
220,16.208333333333332,LAUCN480950000000003,31.318865000000002,-99.863648,4.0,12.208333333333332
221,54.71666666666667,LAUCN350150000000003,32.45787,-104.30647900000001,59.0,-4.283333333333331
222,5.616666666666666,LAUCN483010000000003,31.844935999999997,-103.561229,1.0,4.616666666666666
223,29.416666666666668,LAUCN483170000000003,32.30983,-101.961836,29.0,0.41666666666666785
224,35.225,LAUCN390730000000003,39.490342,-82.48344499999999,30.0,5.225000000000001
225,35.18333333333333,LAUCN391570000000003,40.447448,-81.47115699999999,34.0,1.18333333333333
226,49.25833333333333,LAUCN391550000000003,41.305911,-80.76870100000001,52.0,-2.741666666666667
227,30.558333333333334,LAUCN391110000000003,39.726240000000004,-81.090976,22.0,8.558333333333334
228,32.575,LAUCN391690000000003,40.829661,-81.887194,29.0,3.575000000000003
229,32.93333333333333,LAUCN390190000000003,40.579884,-81.090787,29.0,3.93333333333333
230,32.875,LAUCN391510000000003,40.814131,-81.365667,30.0,2.875
231,36.358333333333334,LAUCN390290000000003,40.770073,-80.77845500000001,34.0,2.3583333333333343
232,39.63333333333333,LAUCN391270000000003,39.743187,-82.237952,35.0,4.633333333333333
233,44.11666666666667,LAUCN390670000000003,40.292318,-81.091565,45.0,-0.8833333333333329
234,51.88333333333333,LAUCN390810000000003,40.399384000000005,-80.763527,54.0,-2.116666666666667
235,49.858333333333334,LAUCN390130000000003,40.017682,-80.967727,53.0,-3.1416666666666657
236,49.90833333333333,LAUCN391670000000003,39.450684,-81.49065300000001,53.0,-3.0916666666666686
237,37.55833333333333,LAUCN390590000000003,40.056665,-81.497875,33.0,4.55833333333333
238,32.291666666666664,LAUCN391150000000003,39.624946,-81.86169699999999,22.0,10.291666666666664
239,41.59166666666667,LAUCN390990000000003,41.01088,-80.77039599999999,35.0,6.591666666666669
240,43.68333333333333,LAUCN391210000000003,39.767232,-81.452512,44.0,-0.31666666666667
241,50.225,LAUCN390310000000003,40.29671,-81.930109,52.0,-1.7749999999999986
242,36.0,LAUCN391190000000003,39.966046,-81.943506,29.0,7.0
243,35.85,LAUCN391330000000003,41.168836999999996,-81.19704200000001,34.0,1.8500000000000014
244,54.8,LAUCN516850000000003,38.768945,-77.448767,59.0,-4.200000000000003
245,30.791666666666668,LAUCN081110000000003,37.781074,-107.670257,33.0,-2.208333333333332
246,42.675,LAUCN080250000000003,38.30618,-103.772736,41.0,1.6749999999999972
247,6.766666666666667,LAUCN311170000000003,41.648414,-101.120851,3.0,3.7666666666666666
248,18.908333333333335,LAUCN130530000000003,32.347445,-84.788021,3.0,15.908333333333335
249,18.241666666666667,LAUCN260830000000003,47.681974,-88.148797,10.0,8.241666666666667
250,1.05,LAUCN300330000000003,47.280033,-106.98670600000001,1.0,0.050000000000000044
251,9.075,LAUCN300790000000003,46.812397999999995,-105.50393799999999,7.0,2.0749999999999993
252,45.99166666666667,LAUCN080390000000003,39.310582000000004,-104.117729,47.0,-1.0083333333333329
253,46.88333333333333,LAUCN080270000000003,38.101994,-105.373515,54.0,-7.116666666666667
254,7.675,LAUCN310750000000003,41.913957,-101.755965,6.0,1.6749999999999998
255,49.766666666666666,LAUCN480190000000003,29.756389000000002,-99.248285,52.0,-2.2333333333333343
256,10.058333333333334,LAUCN310090000000003,41.92523,-99.990771,5.0,5.058333333333334
257,59.108333333333334,LAUCN360810000000003,40.658566,-73.83801700000001,60.0,-0.8916666666666657
258,50.708333333333336,LAUCN484070000000003,30.574388,-95.163136,50.0,0.7083333333333357
259,46.8,LAUCN484830000000003,35.392593,-100.253107,58.0,-11.200000000000003
260,19.35,LAUCN401290000000003,35.708554,-99.74157199999999,14.0,5.350000000000001
261,45.575,LAUCN040110000000003,33.238872,-109.242323,47.0,-1.4249999999999972
262,30.941666666666666,LAUCN180870000000003,41.642468,-85.426302,28.0,2.9416666666666664
263,56.99166666666667,LAUCN371850000000003,36.398105,-78.099899,59.0,-2.008333333333333
264,48.05833333333333,LAUCN482370000000003,33.232093,-98.171609,52.0,-3.94166666666667
265,51.5,LAUCN484550000000003,31.096675,-95.151687,53.0,-1.5
266,25.791666666666668,LAUCN200890000000003,39.77701,-98.222584,30.0,-4.208333333333332
267,55.275,LAUCN510430000000003,39.115381,-77.990836,60.0,-4.725000000000001
268,29.875,LAUCN482110000000003,35.815956,-100.27920999999999,27.0,2.875
269,56.1,LAUCN370290000000003,36.342344,-76.162488,59.0,-2.8999999999999986
270,50.108333333333334,LAUCN510170000000003,38.068368,-79.73120300000001,53.0,-2.8916666666666657
271,57.59166666666667,LAUCN510360000000003,37.361053999999996,-77.05417,60.0,-2.4083333333333314
272,8.05,LAUCN460730000000003,44.06341,-98.62317,7.0,1.0500000000000007
273,51.30833333333333,LAUCN180470000000003,39.409762,-85.066964,53.0,-1.69166666666667
274,50.525,LAUCN511130000000003,38.412059,-78.276961,47.0,3.5249999999999986
